Ride ID,Date & Time,City,Vehicle Type,Driver ID,Customer ID,Distance (km),Duration (min),Fare (INR),Payment Method,Ride Status,Revenue (INR),Driver Education Qualification,Customer Rating,Fare per KM (auto QC)
RX010519,03-Mar-2025 06:36,Mumbai,Auto,D0227,C03331,5.6,16,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX010520,03-Mar-2025 09:21,Hyderabad,Auto,D0244,C04949,3.1,9,73.92,UPI,Completed,60.36,Diploma,5.0,23.85
RX010521,03-Mar-2025 12:20,Mumbai,Mini,D0314,C02102,2.7,7,85.20,UPI,Completed,66.62,Diploma,4.5,31.56
RX010522,03-Mar-2025 16:18,Kolkata,Bike,D0112,C03204,6.8,15,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX010523,03-Mar-2025 17:37,Chennai,Bike,D0090,C02975,4.4,8,46.00,UPI,Completed,37.49,Diploma,4.0,10.45
RX010524,03-Mar-2025 20:22,Bangalore,Mini,D0052,C05890,1.9,4,92.87,Cash,Completed,74.97,High School,3.5,48.88
RX010525,03-Mar-2025 21:05,Chennai,Sedan,D0347,C02820,4.7,9,143.80,UPI,Completed,114.98,Post Graduate,4.0,30.60
RX010526,04-Mar-2025 07:43,Bangalore,Auto,D0186,C05429,5.3,14,86.40,Cash,Completed,69.08,Graduate,4.5,16.30
RX010527,04-Mar-2025 09:19,Delhi,Sedan,D0192,C05318,4.2,10,158.27,Wallet,Completed,127.53,High School,3.0,37.68
RX010528,04-Mar-2025 13:41,Hyderabad,Sedan,D0258,C00578,12.4,25,283.60,UPI,Completed,226.16,High School,5.0,22.87
RX010529,04-Mar-2025 14:54,Chennai,Auto,D0269,C05487,6,13,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX010530,04-Mar-2025 16:55,Kolkata,Bike,D0295,C01698,1,3,26.50,UPI,Completed,21.31,Graduate,3.5,26.50
RX010531,05-Mar-2025 03:27,Ahmedabad,SUV Premier,D0183,C04380,4.6,12,218.00,UPI,Completed,171.50,Diploma,4.0,47.39
RX010532,05-Mar-2025 10:29,Chennai,Mini,D0330,C02170,2,5,74.50,UPI,Completed,61.01,High School,5.0,37.25
RX010533,05-Mar-2025 13:11,Bangalore,Sedan,D0385,C01505,12.3,27,286.20,Card,Completed,224.00,Diploma,4.0,23.27
RX010534,05-Mar-2025 17:19,Mumbai,Mini,D0338,C05583,4.1,11,106.60,UPI,Completed,86.12,Graduate,4.5,26.00
RX010535,05-Mar-2025 19:12,Mumbai,Auto,D0355,C03775,2.2,5,64.47,UPI,Completed,52.45,Diploma,5.0,29.30
RX010536,05-Mar-2025 20:16,Pune,Mini,D0389,C02675,1.9,5,84.24,UPI,Completed,67.02,High School,4.0,44.34
RX010537,05-Mar-2025 21:58,Pune,Auto,D0132,C03796,2.4,7,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX010538,06-Mar-2025 06:02,Hyderabad,Sedan,D0358,C03320,3.4,8,123.60,Cash,Completed,98.68,Graduate,4.0,36.35
RX010539,06-Mar-2025 08:18,Hyderabad,Sedan,D0306,C04135,2.6,6,25.00,Card,No Show,25.00,Diploma,,9.62
RX010540,06-Mar-2025 12:23,Ahmedabad,Mini,D0075,C00013,6.9,19,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX010541,06-Mar-2025 14:30,Bangalore,Bike,D0185,C00713,3.7,7,42.00,Card,Completed,33.33,Graduate,5.0,11.35
RX010542,06-Mar-2025 15:55,Delhi,Bike,D0346,C00116,5,10,50.00,UPI,Completed,39.38,Graduate,4.0,10.00
RX010543,06-Mar-2025 16:37,Delhi,Sedan,D0315,C03918,3.4,8,123.60,Card,Completed,97.40,Diploma,4.5,36.35
RX010544,06-Mar-2025 17:03,Bangalore,Mini,D0385,C05587,8.2,21,166.70,UPI,Completed,133.73,Diploma,4.0,20.33
RX010545,06-Mar-2025 18:24,Ahmedabad,Bike,D0053,C02709,7,12,82.64,Card,Completed,67.46,Graduate,4.0,11.81
RX010546,06-Mar-2025 21:06,Mumbai,Bike,D0104,C03088,7.7,13,0.00,,Cancelled by Driver,0.00,Post Graduate,,0.00
RX010547,07-Mar-2025 11:55,Chennai,Sedan,D0088,C02282,3.2,7,118.80,UPI,Completed,96.09,Diploma,3.0,37.13
RX010548,07-Mar-2025 14:38,Ahmedabad,Auto,D0273,C00820,12.1,38,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX010549,07-Mar-2025 16:11,Pune,Auto,D0385,C05375,5,15,85.00,UPI,Completed,68.21,Diploma,4.0,17.00
RX010550,07-Mar-2025 18:03,Delhi,Mini,D0347,C05551,7.9,18,0.00,UPI,No Show,0.00,Post Graduate,,0.00
RX010551,07-Mar-2025 19:53,Bangalore,Bike,D0217,C03880,3,5,48.54,Cash,Completed,38.26,High School,2.5,16.18
RX010552,07-Mar-2025 23:55,Mumbai,Auto,D0231,C04093,10.4,28,141.20,Card,Completed,114.24,High School,3.5,13.58
RX010553,08-Mar-2025 08:00,Mumbai,Auto,D0243,C02390,6.2,13,122.55,UPI,Completed,97.46,High School,4.5,19.77
RX010554,08-Mar-2025 08:01,Kolkata,Sedan,D0031,C03512,5.8,20,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX010555,08-Mar-2025 08:57,Mumbai,Mini,D0389,C02614,9.9,23,278.90,Cash,Completed,223.63,High School,5.0,28.17
RX010556,08-Mar-2025 09:48,Chennai,Bike,D0287,C05656,6.4,12,71.84,UPI,Completed,58.56,High School,4.0,11.23
RX010557,08-Mar-2025 10:07,Mumbai,Sedan,D0244,C05887,10.1,23,247.40,UPI,Completed,199.82,Diploma,4.0,24.50
RX010558,08-Mar-2025 13:27,Ahmedabad,Mini,D0151,C01639,6.8,20,149.80,UPI,Completed,117.93,Graduate,5.0,22.03
RX010559,08-Mar-2025 17:45,Chennai,Sedan,D0041,C03416,4.7,11,147.80,UPI,Completed,115.42,Diploma,4.5,31.45
RX010560,08-Mar-2025 18:33,Delhi,Auto,D0184,C01559,2.1,6,77.45,Card,Completed,60.48,Diploma,5.0,36.88
RX010561,08-Mar-2025 18:46,Ahmedabad,Auto,D0225,C00039,5.1,15,113.54,Card,Completed,88.58,High School,5.0,22.26
RX010562,08-Mar-2025 19:56,Mumbai,SUV Premier,D0014,C03369,7.9,16,471.01,UPI,Completed,373.35,Graduate,4.5,59.62
RX010563,08-Mar-2025 20:32,Chennai,Auto,D0342,C00673,9.4,28,0.00,,Cancelled by Customer,0.00,Post Graduate,,0.00
RX010564,08-Mar-2025 21:12,Delhi,Auto,D0285,C03319,3.4,8,65.20,UPI,Completed,51.39,Diploma,4.5,19.18
RX010565,09-Mar-2025 07:52,Chennai,Sedan,D0391,C03584,9.6,22,238.40,UPI,Completed,186.30,Diploma,4.5,24.83
RX010566,09-Mar-2025 08:07,Chennai,Mini,D0171,C03356,12.9,35,269.66,UPI,Completed,211.63,High School,4.5,20.90
RX010567,09-Mar-2025 11:13,Hyderabad,Bike,D0070,C02193,4.4,7,45.50,UPI,Completed,36.21,Diploma,3.5,10.34
RX010568,09-Mar-2025 12:33,Hyderabad,SUV Premier,D0230,C00387,12.2,22,400.00,UPI,Completed,314.31,High School,4.5,32.79
RX010569,09-Mar-2025 13:14,Pune,Bike,D0398,C02492,2.9,5,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX010570,09-Mar-2025 18:12,Delhi,Auto,D0192,C04297,3.6,11,109.40,UPI,Completed,87.01,High School,4.5,30.39
RX010571,09-Mar-2025 20:10,Chennai,SUV Premier,D0016,C04850,3.2,7,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX010572,10-Mar-2025 08:27,Chennai,Bike,D0116,C04476,6.4,10,89.58,UPI,Completed,72.51,Graduate,4.0,14.00
RX010573,10-Mar-2025 12:57,Bangalore,Mini,D0073,C00352,3.8,8,98.80,UPI,Completed,80.10,Graduate,4.5,26.00
RX010574,10-Mar-2025 23:33,Bangalore,Bike,D0076,C05302,1.5,3,29.00,UPI,Completed,23.38,High School,4.0,19.33
RX010575,11-Mar-2025 09:05,Bangalore,Auto,D0297,C00446,4.2,13,88.70,UPI,Completed,72.09,Post Graduate,5.0,21.12
RX010576,11-Mar-2025 09:32,Delhi,Sedan,D0135,C02689,3.7,9,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX010577,11-Mar-2025 11:39,Mumbai,SUV Premier,D0069,C02260,14.8,30,476.00,UPI,Completed,372.71,High School,4.5,32.16
RX010578,11-Mar-2025 17:35,Mumbai,Auto,D0329,C05297,7.3,18,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX010579,11-Mar-2025 19:15,Ahmedabad,Mini,D0086,C04034,7.4,17,180.28,Card,Completed,146.90,High School,5.0,24.36
RX010580,11-Mar-2025 20:19,Delhi,Mini,D0112,C04599,6.8,14,204.96,UPI,Completed,160.06,High School,5.0,30.14
RX010581,11-Mar-2025 20:27,Ahmedabad,Bike,D0211,C02167,3,6,58.02,Wallet,Completed,45.46,Graduate,5.0,19.34
RX010582,11-Mar-2025 21:07,Kolkata,Mini,D0172,C04050,6.9,21,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX010583,11-Mar-2025 23:30,Bangalore,Bike,D0257,C00489,4.4,10,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX010584,12-Mar-2025 02:18,Hyderabad,Mini,D0306,C01198,10,24,191.00,Card,Completed,152.77,Diploma,4.0,19.10
RX010585,12-Mar-2025 02:42,Mumbai,Bike,D0068,C04827,2.5,5,35.00,UPI,Completed,27.63,Diploma,4.0,14.00
RX010586,12-Mar-2025 08:02,Mumbai,Auto,D0109,C01300,1.7,4,68.15,Wallet,Completed,53.93,High School,3.5,40.09
RX010587,12-Mar-2025 09:27,Chennai,Sedan,D0052,C02635,3.1,8,168.08,UPI,Completed,135.84,High School,5.0,54.22
RX010588,12-Mar-2025 15:42,Hyderabad,Auto,D0247,C04643,2.1,6,52.80,Card,Completed,42.92,Diploma,4.0,25.14
RX010589,13-Mar-2025 06:19,Mumbai,Sedan,D0358,C04181,3.1,6,115.40,Card,Completed,93.35,Graduate,5.0,37.23
RX010590,13-Mar-2025 06:59,Mumbai,Mini,D0385,C01856,7.1,15,145.60,Wallet,Completed,115.70,Diploma,5.0,20.51
RX010591,13-Mar-2025 09:57,Delhi,Auto,D0188,C00745,4.1,11,113.71,Card,Completed,91.14,High School,4.5,27.73
RX010592,13-Mar-2025 11:53,Mumbai,Auto,D0366,C03482,6.8,17,101.40,Cash,Completed,80.92,Diploma,4.0,14.91
RX010593,13-Mar-2025 14:55,Chennai,Sedan,D0289,C02408,17.8,35,379.20,UPI,Completed,297.49,Diploma,3.0,21.30
RX010594,13-Mar-2025 18:19,Bangalore,Bike,D0201,C00267,5.1,10,69.79,Cash,Completed,56.56,Graduate,3.0,13.68
RX010595,13-Mar-2025 18:30,Kolkata,Mini,D0364,C03820,6.2,22,167.81,UPI,Completed,134.68,High School,4.0,27.07
RX010596,13-Mar-2025 18:33,Hyderabad,Bike,D0117,C02698,6.1,12,71.27,UPI,Completed,57.97,Graduate,4.0,11.68
RX010597,13-Mar-2025 22:04,Chennai,Sedan,D0012,C03553,5.7,12,163.80,UPI,Completed,130.62,Graduate,4.0,28.74
RX010598,14-Mar-2025 17:44,Delhi,SUV Premier,D0381,C01057,5.3,14,238.00,Wallet,Completed,192.16,Diploma,4.5,44.91
RX010599,14-Mar-2025 18:23,Hyderabad,Auto,D0218,C03460,4.5,10,87.02,UPI,Completed,69.88,High School,4.5,19.34
RX010600,14-Mar-2025 20:25,Hyderabad,Sedan,D0207,C01468,4.8,11,208.40,UPI,Completed,167.26,High School,4.0,43.42
RX010601,14-Mar-2025 20:44,Ahmedabad,Auto,D0048,C04148,1.9,4,70.08,UPI,Completed,54.84,High School,4.0,36.88
RX010602,14-Mar-2025 23:49,Mumbai,Auto,D0080,C05022,2.1,6,25.00,Card,No Show,25.00,Graduate,,11.90
RX010603,15-Mar-2025 09:20,Kolkata,Mini,D0170,C05956,9.2,25,280.21,Card,Completed,221.43,Post Graduate,4.0,30.46
RX010604,15-Mar-2025 10:25,Mumbai,Sedan,D0294,C05277,5.9,13,168.60,Card,Completed,135.89,High School,5.0,28.58
RX010605,15-Mar-2025 10:37,Bangalore,Sedan,D0121,C00007,1.5,3,87.00,UPI,Completed,69.75,Diploma,4.5,58.00
RX010606,15-Mar-2025 17:43,Chennai,Sedan,D0087,C05636,3.6,7,124.40,UPI,Completed,100.18,Graduate,4.0,34.56
RX010607,15-Mar-2025 17:55,Kolkata,Auto,D0359,C05768,11.1,32,150.80,UPI,Completed,122.21,Diploma,4.5,13.59
RX010608,15-Mar-2025 19:09,Delhi,Bike,D0088,C00629,6.4,12,81.73,Card,Completed,64.92,Diploma,3.5,12.77
RX010609,15-Mar-2025 19:24,Mumbai,Bike,D0285,C04295,5.2,9,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX010610,15-Mar-2025 19:35,Hyderabad,Sedan,D0201,C02060,7.3,19,320.04,Cash,Completed,262.26,Graduate,5.0,43.84
RX010611,15-Mar-2025 20:16,Chennai,Bike,D0240,C04906,5.7,9,77.14,Cash,Completed,60.27,High School,3.5,13.53
RX010612,15-Mar-2025 20:26,Bangalore,Bike,D0031,C05851,4.4,8,51.72,Card,Completed,41.95,Graduate,2.5,11.75
RX010613,16-Mar-2025 05:32,Pune,Mini,D0009,C01286,9.4,25,436.40,UPI,Completed,347.96,High School,5.0,46.43
RX010614,16-Mar-2025 07:33,Hyderabad,Mini,D0152,C03369,10.1,23,190.60,UPI,Completed,148.67,Graduate,4.5,18.87
RX010615,16-Mar-2025 08:13,Mumbai,Sedan,D0370,C03727,7.5,18,293.18,UPI,Completed,229.13,Graduate,3.5,39.09
RX010616,16-Mar-2025 09:27,Chennai,Auto,D0117,C05554,7.1,17,153.06,Cash,Completed,124.57,Graduate,4.0,21.56
RX010617,16-Mar-2025 09:28,Delhi,Sedan,D0153,C02990,3.2,7,131.68,UPI,Completed,105.74,High School,4.0,41.15
RX010618,16-Mar-2025 10:57,Mumbai,Mini,D0160,C03219,10.6,30,206.60,UPI,Completed,168.99,Graduate,4.0,19.49
RX010619,16-Mar-2025 16:57,Bangalore,Bike,D0326,C03575,7.7,13,65.00,UPI,Completed,53.07,Graduate,4.0,8.44
RX010620,16-Mar-2025 17:20,Hyderabad,Mini,D0271,C02793,8,21,164.50,Card,Completed,134.79,High School,5.0,20.56
RX010621,16-Mar-2025 18:40,Pune,Auto,D0395,C01356,3.5,8,74.58,Card,Completed,58.83,High School,5.0,21.31
RX010622,16-Mar-2025 19:24,Chennai,Auto,D0021,C02822,11,24,221.85,UPI,Completed,178.19,Graduate,4.5,20.17
RX010623,16-Mar-2025 19:30,Mumbai,Sedan,D0134,C00431,7.3,16,257.34,Card,Completed,207.30,Diploma,4.5,35.25
RX010624,16-Mar-2025 19:58,Bangalore,Sedan,D0045,C02766,6,13,236.04,Card,Completed,192.88,Graduate,4.5,39.34
RX010625,17-Mar-2025 01:38,Hyderabad,Bike,D0153,C01601,4,7,25.00,Cash,No Show,25.00,High School,,6.25
RX010626,17-Mar-2025 05:08,Mumbai,Sedan,D0027,C01304,15.4,31,337.60,Wallet,Completed,272.45,Diploma,5.0,21.92
RX010627,17-Mar-2025 07:57,Delhi,Mini,D0098,C03422,11.2,25,205.70,Cash,Completed,166.09,High School,4.5,18.37
RX010628,17-Mar-2025 08:11,Bangalore,Sedan,D0272,C02025,8.7,23,264.91,Cash,Completed,214.89,High School,3.0,30.45
RX010629,17-Mar-2025 11:50,Hyderabad,Auto,D0175,C01224,1.8,4,48.40,UPI,Completed,39.54,High School,4.0,26.89
RX010630,17-Mar-2025 13:30,Chennai,Bike,D0394,C03156,5.2,9,50.50,Card,Completed,41.18,Graduate,4.5,9.71
RX010631,17-Mar-2025 15:25,Ahmedabad,Auto,D0192,C03036,6.7,15,98.60,Cash,Completed,80.65,High School,4.5,14.72
RX010632,17-Mar-2025 15:26,Bangalore,Sedan,D0285,C02342,3.1,7,117.40,Card,Completed,93.73,Diploma,4.5,37.87
RX010633,17-Mar-2025 15:47,Delhi,Auto,D0090,C02768,4.4,12,77.20,UPI,Completed,61.33,Diploma,4.5,17.55
RX010634,17-Mar-2025 20:46,Pune,Sedan,D0161,C04009,7,13,0.00,UPI,No Show,0.00,High School,,0.00
RX010635,17-Mar-2025 20:47,Chennai,Sedan,D0135,C01715,5.7,12,260.83,UPI,Completed,207.00,Diploma,5.0,45.76
RX010636,18-Mar-2025 08:57,Hyderabad,Auto,D0400,C00183,3.2,7,99.94,UPI,Completed,80.54,Diploma,4.5,31.23
RX010637,18-Mar-2025 10:54,Chennai,Sedan,D0318,C05388,2.7,6,109.80,UPI,Completed,86.86,Graduate,4.5,40.67
RX010638,18-Mar-2025 11:22,Ahmedabad,Auto,D0128,C00983,8.4,19,116.20,UPI,Completed,93.37,High School,5.0,13.83
RX010639,18-Mar-2025 12:36,Pune,Bike,D0207,C04937,12,28,94.00,Card,Completed,73.83,High School,3.5,7.83
RX010640,18-Mar-2025 17:23,Kolkata,Mini,D0390,C02673,4.6,15,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX010641,18-Mar-2025 17:30,Delhi,Auto,D0187,C04743,9.7,27,134.60,UPI,Completed,106.80,Diploma,4.5,13.88
RX010642,18-Mar-2025 17:38,Delhi,Bike,D0101,C01549,3.7,8,42.50,Cash,Completed,34.33,Graduate,4.0,11.49
RX010643,18-Mar-2025 17:45,Delhi,Auto,D0041,C01314,2.2,6,0.00,Cash,No Show,0.00,Diploma,,0.00
RX010644,18-Mar-2025 18:11,Delhi,Mini,D0182,C01025,7.7,18,240.79,Cash,Completed,194.68,Graduate,4.0,31.27
RX010645,18-Mar-2025 21:06,Pune,Mini,D0280,C04885,6.1,16,136.10,Card,Completed,106.42,Graduate,3.5,22.31
RX010646,18-Mar-2025 21:30,Chennai,Auto,D0257,C01499,1.2,3,42.60,UPI,Completed,34.53,Graduate,4.0,35.50
RX010647,18-Mar-2025 21:55,Mumbai,Sedan,D0100,C04271,3.4,9,125.60,Wallet,Completed,98.65,Post Graduate,5.0,36.94
RX010648,19-Mar-2025 06:36,Mumbai,Mini,D0098,C05409,6.7,17,25.00,Wallet,No Show,25.00,High School,,3.73
RX010649,19-Mar-2025 08:11,Mumbai,Auto,D0117,C05400,9.9,25,151.72,UPI,Completed,124.11,Graduate,4.5,15.33
RX010650,19-Mar-2025 14:34,Kolkata,Bike,D0104,C02798,5.4,17,0.00,,Cancelled by Driver,0.00,Post Graduate,,0.00
RX010651,19-Mar-2025 16:32,Pune,Auto,D0019,C01264,5.4,12,85.20,UPI,Completed,66.90,Graduate,4.5,15.78
RX010652,19-Mar-2025 19:21,Hyderabad,SUV Premier,D0394,C02018,2.9,8,206.28,Cash,Completed,163.68,Graduate,4.0,71.13
RX010653,20-Mar-2025 09:23,Kolkata,Sedan,D0227,C00593,5.9,17,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX010654,20-Mar-2025 14:23,Delhi,SUV Premier,D0287,C03258,1.7,4,136.00,UPI,Completed,108.16,High School,4.5,80.00
RX010655,20-Mar-2025 14:27,Chennai,Bike,D0308,C04565,4.1,8,44.50,Wallet,Completed,34.77,Diploma,4.0,10.85
RX010656,20-Mar-2025 18:42,Hyderabad,Mini,D0371,C05992,2.2,6,119.62,Cash,Completed,94.48,Graduate,4.0,54.37
RX010657,20-Mar-2025 18:53,Pune,Auto,D0189,C05054,4,12,112.78,Cash,Completed,91.17,Graduate,4.5,28.20
RX010658,21-Mar-2025 06:59,Mumbai,Bike,D0342,C02800,3.4,7,40.50,UPI,Completed,31.68,Post Graduate,3.5,11.91
RX010659,21-Mar-2025 07:24,Delhi,Sedan,D0213,C05955,1.9,4,94.60,UPI,Completed,75.73,High School,4.0,49.79
RX010660,21-Mar-2025 08:40,Hyderabad,Bike,D0076,C01796,4.9,9,77.09,UPI,Completed,60.61,High School,4.0,15.73
RX010661,21-Mar-2025 13:10,Delhi,Mini,D0214,C02959,14.9,39,267.40,UPI,Completed,210.77,Graduate,5.0,17.95
RX010662,21-Mar-2025 14:31,Pune,Bike,D0115,C05834,8.5,15,70.00,Card,Completed,56.53,High School,4.0,8.24
RX010663,21-Mar-2025 16:13,Pune,Bike,D0172,C03965,12.3,26,94.50,UPI,Completed,76.97,Diploma,2.5,7.68
RX010664,21-Mar-2025 17:27,Ahmedabad,Mini,D0228,C02209,5.5,12,123.50,UPI,Completed,97.47,Diploma,3.5,22.45
RX010665,21-Mar-2025 17:32,Kolkata,Mini,D0300,C02292,8.2,24,171.20,UPI,Completed,134.89,Diploma,4.5,20.88
RX010666,21-Mar-2025 17:58,Ahmedabad,Mini,D0317,C05366,1.9,5,73.40,UPI,Completed,57.95,Diploma,5.0,38.63
RX010667,21-Mar-2025 20:33,Bangalore,Mini,D0389,C04692,6.4,14,189.60,Card,Completed,148.37,High School,4.5,29.63
RX010668,22-Mar-2025 07:59,Pune,Bike,D0341,C03618,6.6,13,59.50,Card,Completed,48.08,High School,4.5,9.02
RX010669,22-Mar-2025 10:43,Mumbai,Bike,D0002,C01829,5,9,49.50,Cash,Completed,40.10,Diploma,3.5,9.90
RX010670,22-Mar-2025 13:39,Mumbai,Mini,D0214,C02734,4.1,11,106.60,Cash,Completed,83.76,Graduate,4.5,26.00
RX010671,22-Mar-2025 14:34,Chennai,Mini,D0221,C05012,7.3,21,156.80,Card,Completed,126.68,Diploma,4.0,21.48
RX010672,22-Mar-2025 18:19,Ahmedabad,Mini,D0321,C01525,3.9,8,141.54,UPI,Completed,113.62,Graduate,5.0,36.29
RX010673,22-Mar-2025 20:08,Chennai,Auto,D0019,C02914,2.6,6,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX010674,22-Mar-2025 22:14,Mumbai,Auto,D0171,C01386,4.4,12,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX010675,23-Mar-2025 07:52,Ahmedabad,Auto,D0202,C04222,3.5,11,69.00,UPI,Completed,55.32,Post Graduate,4.5,19.71
RX010676,23-Mar-2025 08:12,Bangalore,Sedan,D0348,C05868,6.5,16,210.31,Card,Completed,169.00,High School,5.0,32.36
RX010677,23-Mar-2025 08:40,Chennai,Mini,D0021,C03847,4.8,13,143.45,UPI,Completed,113.39,Graduate,5.0,29.89
RX010678,23-Mar-2025 13:09,Mumbai,Mini,D0079,C05725,6.1,16,136.10,Card,Completed,109.89,Diploma,4.0,22.31
RX010679,23-Mar-2025 18:43,Mumbai,Auto,D0313,C05509,3.8,9,82.29,UPI,Completed,64.40,High School,4.0,21.66
RX010680,23-Mar-2025 19:36,Kolkata,Sedan,D0377,C02542,4.8,16,231.06,UPI,Completed,188.16,Post Graduate,5.0,48.14
RX010681,23-Mar-2025 21:35,Hyderabad,Auto,D0287,C00064,5.7,13,88.60,UPI,Completed,72.16,High School,4.0,15.54
RX010682,23-Mar-2025 22:29,Mumbai,Mini,D0218,C03924,2.9,7,87.40,UPI,Completed,70.64,High School,5.0,30.14
RX010683,24-Mar-2025 04:46,Chennai,SUV Premier,D0039,C05647,4.5,10,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX010684,24-Mar-2025 06:47,Pune,SUV Premier,D0174,C02624,4.9,10,0.00,,Cancelled by Driver,0.00,Post Graduate,,0.00
RX010685,24-Mar-2025 07:00,Mumbai,Mini,D0236,C05683,3.8,10,101.80,Cash,Completed,80.95,Graduate,5.0,26.79
RX010686,24-Mar-2025 07:21,Pune,Bike,D0376,C02242,5.7,13,55.00,UPI,Completed,44.42,High School,4.5,9.65
RX010687,24-Mar-2025 07:49,Hyderabad,Auto,D0008,C04919,6.2,19,190.46,UPI,Completed,148.70,Graduate,5.0,30.72
RX010688,24-Mar-2025 14:16,Mumbai,Auto,D0213,C00388,16.7,46,209.60,UPI,Completed,167.13,High School,4.5,12.55
RX010689,24-Mar-2025 14:51,Delhi,Sedan,D0378,C01028,3.8,9,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX010690,25-Mar-2025 07:18,Ahmedabad,SUV Premier,D0320,C01752,4.5,12,216.00,Card,Completed,175.98,Post Graduate,4.0,48.00
RX010691,25-Mar-2025 08:11,Mumbai,Sedan,D0007,C04127,6.2,11,572.34,UPI,Completed,453.00,Graduate,4.5,92.31
RX010692,25-Mar-2025 11:27,Delhi,Mini,D0192,C05723,2.8,8,87.80,Cash,Completed,69.75,High School,4.0,31.36
RX010693,25-Mar-2025 13:55,Delhi,Auto,D0370,C01600,11.6,28,150.80,Wallet,Completed,117.92,Graduate,4.5,13.00
RX010694,25-Mar-2025 14:11,Pune,Auto,D0313,C00920,2.8,7,59.40,Card,Completed,47.25,High School,4.5,21.21
RX010695,25-Mar-2025 17:39,Bangalore,Sedan,D0098,C02888,3.1,6,115.40,UPI,Completed,90.11,High School,4.5,37.23
RX010696,25-Mar-2025 17:46,Mumbai,Auto,D0323,C03581,5,15,85.00,UPI,Completed,69.42,Diploma,4.0,17.00
RX010697,25-Mar-2025 18:27,Delhi,Sedan,D0284,C00478,5.7,14,222.64,UPI,Completed,174.39,High School,5.0,39.06
RX010698,25-Mar-2025 21:16,Chennai,Mini,D0017,C03356,10.7,23,197.20,Card,Completed,154.98,Diploma,4.0,18.43
RX010699,26-Mar-2025 02:43,Delhi,Mini,D0383,C00079,8.7,23,175.20,Card,Completed,139.92,Graduate,4.5,20.14
RX010700,26-Mar-2025 10:14,Kolkata,Sedan,D0247,C02087,4.2,12,142.80,Cash,Completed,114.90,Diploma,5.0,34.00
RX010701,26-Mar-2025 14:12,Kolkata,Bike,D0213,C04611,2.9,7,38.00,UPI,Completed,30.45,High School,4.0,13.10
RX010702,26-Mar-2025 15:38,Pune,Mini,D0249,C02679,2.3,5,77.80,Card,Completed,62.04,Diploma,4.0,33.83
RX010703,26-Mar-2025 17:30,Bangalore,Auto,D0028,C02929,6,14,92.00,UPI,Completed,74.38,High School,4.5,15.33
RX010704,26-Mar-2025 17:45,Bangalore,Bike,D0318,C01808,8.6,19,72.50,UPI,Completed,59.04,Graduate,4.0,8.43
RX010705,26-Mar-2025 19:03,Pune,Bike,D0028,C05418,6.3,15,75.82,UPI,Completed,60.64,High School,4.0,12.03
RX010706,26-Mar-2025 20:38,Delhi,Bike,D0035,C03807,16.4,29,133.69,Card,Completed,107.16,Diploma,4.0,8.15
RX010707,26-Mar-2025 21:04,Kolkata,Auto,D0336,C01980,10.7,42,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX010708,26-Mar-2025 21:10,Kolkata,Mini,D0354,C00564,3.4,11,98.90,Wallet,Completed,78.13,Diploma,4.5,29.09
RX010709,27-Mar-2025 00:47,Mumbai,Bike,D0021,C00343,2.7,6,36.50,UPI,Completed,29.27,Graduate,3.0,13.52
RX010710,27-Mar-2025 07:11,Mumbai,Sedan,D0396,C04481,5.8,11,163.20,UPI,Completed,132.63,Diploma,5.0,28.14
RX010711,27-Mar-2025 08:26,Chennai,Bike,D0219,C05668,12.1,22,140.58,Cash,Completed,113.56,Graduate,4.5,11.62
RX010712,27-Mar-2025 09:04,Pune,Auto,D0025,C03379,9.4,23,197.10,UPI,Completed,154.98,Graduate,4.5,20.97
RX010713,27-Mar-2025 11:08,Delhi,Auto,D0394,C03344,17.5,50,220.00,UPI,Completed,174.63,Graduate,4.5,12.57
RX010714,27-Mar-2025 13:18,Pune,Mini,D0229,C03417,7.3,17,150.80,Cash,Completed,119.26,Diploma,4.5,20.66
RX010715,27-Mar-2025 14:08,Chennai,SUV Premier,D0024,C04297,3.1,8,176.00,UPI,Completed,141.53,Graduate,4.0,56.77
RX010716,27-Mar-2025 14:24,Pune,Sedan,D0244,C05830,8.6,22,224.40,Card,Completed,179.81,Diploma,4.5,26.09
